Tripid,City,Stationid,Truckid,Wastecollected,TruckType,Date
23952,Sao Paulo,21,240,42.78,Scania,2019-03-10
23953,Sao Paulo,83,229,34.34,Volvo,2019-03-10
23954,Sao Paulo,19,238,42.23,Scania,2019-03-10
23955,Sao Paulo,19,230,38.8,Scania,2019-03-10
23956,Sao Paulo,21,240,37.01,Scania,2019-03-10
23957,Sao Paulo,21,240,32.57,Scania,2019-03-10
23958,Sao Paulo,83,217,42.76,Volvo,2019-03-10
23959,Sao Paulo,19,230,36.88,Scania,2019-03-10
23960,Sao Paulo,21,240,39.24,Scania,2019-03-10
23961,Sao Paulo,21,240,34.49,Scania,2019-03-10
23962,Sao Paulo,19,238,40.35,Scania,2019-03-10
23963,Sao Paulo,19,238,43.58,Scania,2019-03-10
23964,Sao Paulo,19,232,36.65,Scania,2019-03-10
23965,Sao Paulo,19,232,41.1,Scania,2019-03-10
23966,Sao Paulo,21,240,30.67,Scania,2019-03-10
23967,Sao Paulo,19,233,38.11,Volvo,2019-03-10
23968,Sao Paulo,83,229,34.77,Volvo,2019-03-10
23969,Sao Paulo,83,217,34.01,Volvo,2019-03-10
23970,Sao Paulo,21,245,44.85,Volvo,2019-03-10
23971,Sao Paulo,83,217,40.18,Volvo,2019-03-10
23972,Sao Paulo,21,246,34.37,Scania,2019-03-10
23973,Sao Paulo,21,244,33.26,Scania,2019-03-10
23974,Sao Paulo,19,230,42.23,Scania,2019-03-10
23975,Sao Paulo,19,232,35.11,Scania,2019-03-10
23976,Sao Paulo,19,233,43.9,Volvo,2019-03-10
23977,Sao Paulo,83,229,37.78,Volvo,2019-03-10
23978,Sao Paulo,83,217,34.06,Volvo,2019-03-10
23979,Sao Paulo,21,245,33.28,Volvo,2019-03-10
23980,Sao Paulo,21,246,32.79,Scania,2019-03-10
23981,Sao Paulo,83,229,40.86,Volvo,2019-03-10
23982,Sao Paulo,19,230,35.98,Scania,2019-03-10
23983,Sao Paulo,21,240,32.26,Scania,2019-03-10
23984,Sao Paulo,83,229,39.83,Volvo,2019-03-10
23985,Sao Paulo,21,244,38.35,Scania,2019-03-10
23986,Sao Paulo,19,232,44.01,Scania,2019-03-10
23987,Sao Paulo,83,217,35.22,Volvo,2019-03-10
23988,Sao Paulo,19,238,30.65,Scania,2019-03-10
23989,Sao Paulo,83,229,37.46,Volvo,2019-03-10
23990,Sao Paulo,19,232,43.36,Scania,2019-03-10
23991,Sao Paulo,21,240,38.53,Scania,2019-03-10
23992,Sao Paulo,19,232,40.36,Scania,2019-03-10
23993,Sao Paulo,83,229,35.02,Volvo,2019-03-10
23994,Sao Paulo,83,229,35.06,Volvo,2019-03-10
23995,Sao Paulo,19,238,44.7,Scania,2019-03-10
23996,Sao Paulo,19,233,43.93,Volvo,2019-03-10
23997,Sao Paulo,21,240,36.85,Scania,2019-03-10
23998,Sao Paulo,83,217,30.99,Volvo,2019-03-10
23999,Sao Paulo,21,246,43.89,Scania,2019-03-10
24000,Sao Paulo,83,229,41.86,Volvo,2019-03-10
24001,Sao Paulo,83,229,31.87,Volvo,2019-03-10
24002,Sao Paulo,19,232,34.46,Scania,2019-03-10
24003,Sao Paulo,19,238,39.08,Scania,2019-03-10
24004,Sao Paulo,19,238,39.85,Scania,2019-03-10
24005,Sao Paulo,83,217,38.67,Volvo,2019-03-10
24006,Sao Paulo,21,240,30.66,Scania,2019-03-10
24007,Rio de Janeiro,57,272,41.36,Scania,2019-03-10
24008,Rio de Janeiro,86,255,34.42,Volvo,2019-03-10
24009,Rio de Janeiro,31,280,31.55,Scania,2019-03-10
24010,Rio de Janeiro,57,274,43.68,Scania,2019-03-10
24011,Rio de Janeiro,31,280,35.61,Scania,2019-03-10
24012,Rio de Janeiro,84,265,39.18,Volvo,2019-03-10
24013,Rio de Janeiro,44,298,36.45,Scania,2019-03-10
24014,Rio de Janeiro,86,251,33.78,Volvo,2019-03-10
24015,Rio de Janeiro,57,272,40.57,Scania,2019-03-10
24016,Rio de Janeiro,31,280,41.45,Scania,2019-03-10
24017,Rio de Janeiro,44,301,35.78,Volvo,2019-03-10
24018,Rio de Janeiro,57,275,42.09,Volvo,2019-03-10
24019,Rio de Janeiro,32,291,34.79,Volvo,2019-03-10
24020,Rio de Janeiro,44,298,30.97,Scania,2019-03-10
24021,Rio de Janeiro,57,274,39.45,Scania,2019-03-10
24022,Rio de Janeiro,86,251,31.72,Volvo,2019-03-10
24023,Rio de Janeiro,32,288,38.59,Scania,2019-03-10
24024,Rio de Janeiro,57,272,32.7,Scania,2019-03-10
24025,Rio de Janeiro,44,298,41.14,Scania,2019-03-10
24026,Rio de Janeiro,57,270,31.85,Scania,2019-03-10
24027,Rio de Janeiro,84,262,41.39,Scania,2019-03-10
24028,Rio de Janeiro,31,283,31.4,Volvo,2019-03-10
24029,Rio de Janeiro,57,272,35.72,Scania,2019-03-10
24030,Rio de Janeiro,57,272,36.34,Scania,2019-03-10
24031,Rio de Janeiro,32,288,30.5,Scania,2019-03-10
24032,Rio de Janeiro,57,274,40.13,Scania,2019-03-10
24033,Rio de Janeiro,32,286,39.64,Scania,2019-03-10
24034,Rio de Janeiro,44,298,32.12,Scania,2019-03-10
24035,Rio de Janeiro,44,297,37.68,Volvo,2019-03-10
24036,Rio de Janeiro,86,257,32.37,Volvo,2019-03-10
24037,Rio de Janeiro,32,290,41.78,Scania,2019-03-10
24038,Rio de Janeiro,86,257,32.89,Volvo,2019-03-10
24039,Rio de Janeiro,31,276,37.23,Scania,2019-03-10
24040,Rio de Janeiro,31,276,41.79,Scania,2019-03-10
24041,Rio de Janeiro,86,251,31.23,Volvo,2019-03-10
24042,Rio de Janeiro,32,288,33.5,Scania,2019-03-10
24043,Rio de Janeiro,31,280,44.9,Scania,2019-03-10
24044,Rio de Janeiro,84,261,38.42,Volvo,2019-03-10
24045,Rio de Janeiro,86,252,40.67,Scania,2019-03-10
24046,Rio de Janeiro,84,261,35.77,Volvo,2019-03-10
24047,Rio de Janeiro,32,288,32.18,Scania,2019-03-10
24048,Rio de Janeiro,57,272,42.17,Scania,2019-03-10
24049,Rio de Janeiro,84,265,33.81,Volvo,2019-03-10
24050,Rio de Janeiro,57,272,39.56,Scania,2019-03-10
24051,Rio de Janeiro,86,255,35.89,Volvo,2019-03-10
24052,Rio de Janeiro,31,280,37.54,Scania,2019-03-10
24053,Rio de Janeiro,44,301,40.66,Volvo,2019-03-10
24054,Rio de Janeiro,57,274,39.76,Scania,2019-03-10
24055,Rio de Janeiro,86,257,31.03,Volvo,2019-03-10
24056,Rio de Janeiro,31,276,36.08,Scania,2019-03-10
24057,Rio de Janeiro,84,262,39.8,Scania,2019-03-10
24058,Rio de Janeiro,44,298,35.9,Scania,2019-03-10
24059,Rio de Janeiro,31,277,33.31,Volvo,2019-03-10
24060,Rio de Janeiro,57,275,33.45,Volvo,2019-03-10
24061,Rio de Janeiro,86,252,40.33,Scania,2019-03-10
24062,Rio de Janeiro,31,276,37.1,Scania,2019-03-10
24063,Rio de Janeiro,86,255,33.17,Volvo,2019-03-10
24064,Rio de Janeiro,57,270,30.48,Scania,2019-03-10
24065,Rio de Janeiro,86,252,39.83,Scania,2019-03-10
24066,Rio de Janeiro,32,290,31.31,Scania,2019-03-10
24067,Rio de Janeiro,57,275,38.93,Volvo,2019-03-10
24068,Rio de Janeiro,84,266,44.73,Scania,2019-03-10
24069,Rio de Janeiro,44,298,43.81,Scania,2019-03-10
24070,Rio de Janeiro,31,276,44.13,Scania,2019-03-10
24071,Rio de Janeiro,31,277,31.94,Volvo,2019-03-10
24072,Rio de Janeiro,44,298,33.91,Scania,2019-03-10
24073,Rio de Janeiro,32,286,35.57,Scania,2019-03-10
24074,Rio de Janeiro,44,298,32.78,Scania,2019-03-10
24075,Rio de Janeiro,31,283,44.44,Volvo,2019-03-10
24076,Rio de Janeiro,32,288,40.58,Scania,2019-03-10
24077,Rio de Janeiro,86,251,38.15,Volvo,2019-03-10
24078,Rio de Janeiro,86,252,38.48,Scania,2019-03-10
24079,Rio de Janeiro,57,272,40.97,Scania,2019-03-10
24080,Rio de Janeiro,44,301,34.68,Volvo,2019-03-10
24081,Rio de Janeiro,86,252,37.03,Scania,2019-03-10
24082,Rio de Janeiro,31,276,42.48,Scania,2019-03-10
24083,Brasilia,97,122,32.51,Scania,2019-03-11
24084,Brasilia,71,125,38.31,Volvo,2019-03-11
24085,Brasilia,43,143,37.81,Volvo,2019-03-11
24086,Brasilia,97,122,30.17,Scania,2019-03-11
24087,Brasilia,43,148,37.77,Scania,2019-03-11
24088,Brasilia,97,122,34.34,Scania,2019-03-11
24089,Brasilia,77,157,32.86,Volvo,2019-03-11
24090,Brasilia,43,144,37.55,Scania,2019-03-11
24091,Brasilia,40,137,33.45,Volvo,2019-03-11
24092,Brasilia,43,145,37.55,Volvo,2019-03-11
24093,Brasilia,77,152,36.25,Scania,2019-03-11
24094,Brasilia,40,134,38.64,Scania,2019-03-11
24095,Brasilia,40,137,42.43,Volvo,2019-03-11
24096,Brasilia,71,133,31.83,Volvo,2019-03-11
24097,Brasilia,71,126,43.16,Scania,2019-03-11
24098,Brasilia,77,150,43.23,Scania,2019-03-11
24099,Brasilia,46,168,40.76,Scania,2019-03-11
24100,Brasilia,77,152,36.19,Scania,2019-03-11
24101,Brasilia,40,134,31.52,Scania,2019-03-11
24102,Brasilia,43,143,35.46,Volvo,2019-03-11
24103,Brasilia,97,120,34.79,Scania,2019-03-11
24104,Brasilia,97,120,39.03,Scania,2019-03-11
24105,Brasilia,71,125,43.89,Volvo,2019-03-11
24106,Brasilia,43,145,31.05,Volvo,2019-03-11
24107,Brasilia,40,137,30.09,Volvo,2019-03-11
24108,Brasilia,40,134,41.95,Scania,2019-03-11
24109,Brasilia,77,152,31.43,Scania,2019-03-11
24110,Brasilia,40,134,41.58,Scania,2019-03-11
24111,Brasilia,40,135,38.95,Volvo,2019-03-11
24112,Brasilia,71,133,33.95,Volvo,2019-03-11
24113,Brasilia,71,133,35.47,Volvo,2019-03-11
24114,Brasilia,40,136,31.79,Scania,2019-03-11
24115,Brasilia,71,130,31.87,Scania,2019-03-11
24116,Brasilia,71,133,40.45,Volvo,2019-03-11
24117,Brasilia,40,136,41.37,Scania,2019-03-11
24118,Brasilia,77,150,36.16,Scania,2019-03-11
24119,Brasilia,77,157,39.78,Volvo,2019-03-11
24120,Brasilia,40,137,43.47,Volvo,2019-03-11
24121,Brasilia,46,162,38.87,Scania,2019-03-11
24122,Brasilia,40,134,30.34,Scania,2019-03-11
24123,Brasilia,43,148,44.5,Scania,2019-03-11
24124,Brasilia,97,115,43.63,Volvo,2019-03-11
24125,Brasilia,71,125,31.4,Volvo,2019-03-11
24126,Brasilia,97,115,44.68,Volvo,2019-03-11
24127,Brasilia,43,143,33.86,Volvo,2019-03-11
24128,Brasilia,46,161,30.76,Volvo,2019-03-11
24129,Brasilia,71,125,36.56,Volvo,2019-03-11
24130,Brasilia,46,161,40.53,Volvo,2019-03-11
24131,Brasilia,71,133,31.89,Volvo,2019-03-11
24132,Brasilia,40,135,31.27,Volvo,2019-03-11
24133,Brasilia,46,169,36.16,Volvo,2019-03-11
24134,Brasilia,71,125,34.38,Volvo,2019-03-11
24135,Brasilia,40,136,31.57,Scania,2019-03-11
24136,Brasilia,77,160,41.67,Scania,2019-03-11
24137,Brasilia,43,145,39.06,Volvo,2019-03-11
24138,Brasilia,40,134,42.05,Scania,2019-03-11
24139,Brasilia,43,148,41.86,Scania,2019-03-11
24140,Brasilia,40,134,37.68,Scania,2019-03-11
24141,Brasilia,97,122,30.78,Scania,2019-03-11
24142,Brasilia,71,130,38.47,Scania,2019-03-11
24143,Brasilia,97,121,33.8,Volvo,2019-03-11
24144,Brasilia,71,126,30.38,Scania,2019-03-11
24145,Brasilia,77,152,31.09,Scania,2019-03-11
24146,Brasilia,46,161,44.97,Volvo,2019-03-11
24147,Brasilia,77,150,40.37,Scania,2019-03-11
24148,Brasilia,43,148,42.03,Scania,2019-03-11
24149,Brasilia,46,169,43.22,Volvo,2019-03-11
24150,Brasilia,43,144,33.31,Scania,2019-03-11
24151,Brasilia,46,168,38.29,Scania,2019-03-11
24152,Brasilia,77,150,43.83,Scania,2019-03-11
24153,Brasilia,40,135,43.51,Volvo,2019-03-11
24154,Brasilia,43,148,41.72,Scania,2019-03-11
24155,Brasilia,71,133,41.26,Volvo,2019-03-11
24156,Brasilia,43,143,41.96,Volvo,2019-03-11
24157,Brasilia,97,115,30.27,Volvo,2019-03-11
24158,Brasilia,97,115,36.56,Volvo,2019-03-11
24159,Salvador,81,194,30.75,Scania,2019-03-11
24160,Salvador,82,213,38.11,Volvo,2019-03-11
24161,Salvador,48,188,41.09,Scania,2019-03-11
24162,Salvador,47,170,44.25,Scania,2019-03-11
24163,Salvador,82,211,34.61,Volvo,2019-03-11
24164,Salvador,48,182,44.22,Scania,2019-03-11
24165,Salvador,81,194,32.45,Scania,2019-03-11
24166,Salvador,81,198,34.53,Scania,2019-03-11
24167,Salvador,81,198,39.63,Scania,2019-03-11
24168,Salvador,82,213,35.81,Volvo,2019-03-11
24169,Salvador,47,178,38.56,Scania,2019-03-11
24170,Salvador,81,198,40.29,Scania,2019-03-11
24171,Salvador,47,178,43.89,Scania,2019-03-11
24172,Salvador,48,184,33.1,Scania,2019-03-11
24173,Salvador,81,191,35.72,Volvo,2019-03-11
24174,Salvador,81,191,36.04,Volvo,2019-03-11
24175,Salvador,82,213,43.76,Volvo,2019-03-11
24176,Salvador,81,192,44.17,Scania,2019-03-11
24177,Salvador,47,179,40.35,Volvo,2019-03-11
24178,Salvador,81,198,30.46,Scania,2019-03-11
24179,Salvador,81,192,34.27,Scania,2019-03-11
24180,Salvador,82,213,41.56,Volvo,2019-03-11
24181,Salvador,81,191,30.65,Volvo,2019-03-11
24182,Salvador,48,184,31.07,Scania,2019-03-11
24183,Salvador,81,191,35.9,Volvo,2019-03-11
24184,Salvador,81,191,40.44,Volvo,2019-03-11
24185,Salvador,48,182,40.78,Scania,2019-03-11
24186,Salvador,47,179,32.89,Volvo,2019-03-11
24187,Salvador,47,170,33.33,Scania,2019-03-11
24188,Salvador,48,189,42.4,Volvo,2019-03-11
24189,Salvador,47,170,39,Scania,2019-03-11
24190,Salvador,82,213,43.1,Volvo,2019-03-11
24191,Salvador,81,191,40.94,Volvo,2019-03-11
24192,Salvador,81,198,33.91,Scania,2019-03-11
24193,Salvador,82,213,33.43,Volvo,2019-03-11
24194,Salvador,47,178,40.6,Scania,2019-03-11
24195,Salvador,82,213,37.52,Volvo,2019-03-11
24196,Salvador,82,213,39.83,Volvo,2019-03-11
24197,Salvador,47,179,35.97,Volvo,2019-03-11
24198,Salvador,47,178,39.43,Scania,2019-03-11
24199,Salvador,81,194,42.99,Scania,2019-03-11
24200,Salvador,81,191,41.27,Volvo,2019-03-11
24201,Salvador,81,192,35.02,Scania,2019-03-11
24202,Salvador,81,191,35.21,Volvo,2019-03-11
24203,Salvador,81,192,44.84,Scania,2019-03-11
24204,Salvador,82,213,32.21,Volvo,2019-03-11
24205,Salvador,81,198,35.06,Scania,2019-03-11
24206,Salvador,47,170,31.99,Scania,2019-03-11
24207,Salvador,47,178,38.05,Scania,2019-03-11
24208,Salvador,82,211,38.41,Volvo,2019-03-11
24209,Salvador,81,192,30.27,Scania,2019-03-11
24210,Salvador,82,211,43.46,Volvo,2019-03-11
24211,Salvador,48,189,43.67,Volvo,2019-03-11
24212,Salvador,47,178,36.14,Scania,2019-03-11
24213,Salvador,48,189,33.91,Volvo,2019-03-11
24214,Salvador,82,213,36.89,Volvo,2019-03-11
24215,Salvador,48,184,37.62,Scania,2019-03-11
24216,Salvador,82,211,44.88,Volvo,2019-03-11
24217,Salvador,47,170,41.55,Scania,2019-03-11
24218,Salvador,48,189,32.23,Volvo,2019-03-11
24219,Salvador,82,213,37.98,Volvo,2019-03-11
24220,Salvador,48,189,34.52,Volvo,2019-03-11
24221,Salvador,47,170,40.29,Scania,2019-03-11
24222,Salvador,47,179,31.37,Volvo,2019-03-11
24223,Salvador,47,170,35.67,Scania,2019-03-11
24224,Salvador,81,194,40.66,Scania,2019-03-11
24225,Salvador,47,179,41.87,Volvo,2019-03-11
24226,Salvador,47,178,41.56,Scania,2019-03-11
24227,Salvador,47,178,44.02,Scania,2019-03-11
24228,Salvador,82,211,43.32,Volvo,2019-03-11
24229,Salvador,82,213,38.89,Volvo,2019-03-11
24230,Salvador,48,182,36.88,Scania,2019-03-11
24231,Salvador,81,194,30.86,Scania,2019-03-11
24232,Salvador,81,194,44.67,Scania,2019-03-11
24233,Salvador,47,170,36.42,Scania,2019-03-11
24234,Salvador,47,170,35.47,Scania,2019-03-11
24235,Sao Paulo,83,217,33.23,Volvo,2019-03-11
24236,Sao Paulo,21,245,41.54,Volvo,2019-03-11
24237,Sao Paulo,19,230,32.11,Scania,2019-03-11
24238,Sao Paulo,21,244,35.33,Scania,2019-03-11
24239,Sao Paulo,21,244,32.59,Scania,2019-03-11
24240,Sao Paulo,83,217,41.5,Volvo,2019-03-11
24241,Sao Paulo,21,246,40.15,Scania,2019-03-11
24242,Sao Paulo,21,245,40.46,Volvo,2019-03-11
24243,Sao Paulo,19,238,40.95,Scania,2019-03-11
24244,Sao Paulo,21,240,44.77,Scania,2019-03-11
24245,Sao Paulo,83,229,39.23,Volvo,2019-03-11
24246,Sao Paulo,21,246,32.42,Scania,2019-03-11
24247,Sao Paulo,21,240,39.67,Scania,2019-03-11
24248,Sao Paulo,19,230,31.84,Scania,2019-03-11
24249,Sao Paulo,21,240,32.12,Scania,2019-03-11
24250,Sao Paulo,19,233,40.91,Volvo,2019-03-11
24251,Sao Paulo,83,229,44.9,Volvo,2019-03-11
24252,Sao Paulo,19,230,31.29,Scania,2019-03-11
24253,Sao Paulo,83,217,36.99,Volvo,2019-03-11
24254,Sao Paulo,19,230,33.41,Scania,2019-03-11
24255,Sao Paulo,83,229,39.05,Volvo,2019-03-11
24256,Sao Paulo,21,246,33.58,Scania,2019-03-11
24257,Sao Paulo,19,238,41.12,Scania,2019-03-11
24258,Sao Paulo,83,217,37.97,Volvo,2019-03-11
24259,Sao Paulo,21,244,33.89,Scania,2019-03-11
24260,Sao Paulo,19,232,35.37,Scania,2019-03-11
24261,Sao Paulo,83,229,44.57,Volvo,2019-03-11
24262,Sao Paulo,21,246,33.44,Scania,2019-03-11
24263,Sao Paulo,21,246,42.58,Scania,2019-03-11
24264,Sao Paulo,83,217,36,Volvo,2019-03-11
24265,Sao Paulo,19,232,36.49,Scania,2019-03-11
24266,Sao Paulo,21,240,35.61,Scania,2019-03-11
24267,Sao Paulo,19,230,40.32,Scania,2019-03-11
24268,Sao Paulo,83,217,41.91,Volvo,2019-03-11
24269,Sao Paulo,19,238,44.36,Scania,2019-03-11
24270,Sao Paulo,19,230,34.2,Scania,2019-03-11
24271,Sao Paulo,83,229,44.34,Volvo,2019-03-11
24272,Sao Paulo,21,246,39.47,Scania,2019-03-11
24273,Sao Paulo,19,230,31.32,Scania,2019-03-11
24274,Sao Paulo,21,240,36.91,Scania,2019-03-11
24275,Sao Paulo,83,229,37.81,Volvo,2019-03-11
24276,Sao Paulo,19,238,44.16,Scania,2019-03-11
24277,Sao Paulo,21,246,31.28,Scania,2019-03-11
24278,Sao Paulo,83,229,39.39,Volvo,2019-03-11
24279,Sao Paulo,19,232,33.41,Scania,2019-03-11
24280,Sao Paulo,19,230,38.21,Scania,2019-03-11
24281,Sao Paulo,83,229,44.45,Volvo,2019-03-11
24282,Sao Paulo,19,232,39.59,Scania,2019-03-11
24283,Sao Paulo,19,238,36.17,Scania,2019-03-11
24284,Sao Paulo,21,245,37.34,Volvo,2019-03-11
24285,Sao Paulo,19,232,36.96,Scania,2019-03-11
24286,Sao Paulo,21,245,35.94,Volvo,2019-03-11
24287,Sao Paulo,19,233,38.61,Volvo,2019-03-11
24288,Sao Paulo,19,232,35.16,Scania,2019-03-11
24289,Sao Paulo,19,233,34.14,Volvo,2019-03-11
24290,Sao Paulo,21,240,39.42,Scania,2019-03-11
24291,Sao Paulo,19,230,41.43,Scania,2019-03-11
24292,Sao Paulo,21,244,30.99,Scania,2019-03-11
24293,Sao Paulo,21,240,37.17,Scania,2019-03-11
24294,Sao Paulo,83,217,41.3,Volvo,2019-03-11
24295,Sao Paulo,19,232,44.75,Scania,2019-03-11
24296,Sao Paulo,83,217,40.25,Volvo,2019-03-11
24297,Sao Paulo,19,233,30.04,Volvo,2019-03-11
24298,Sao Paulo,21,240,36.62,Scania,2019-03-11
24299,Sao Paulo,19,232,36.08,Scania,2019-03-11
24300,Sao Paulo,19,232,34.61,Scania,2019-03-11
24301,Sao Paulo,19,230,33.94,Scania,2019-03-11
24302,Sao Paulo,83,229,41.87,Volvo,2019-03-11
24303,Sao Paulo,19,230,39.18,Scania,2019-03-11
24304,Sao Paulo,19,238,38,Scania,2019-03-11
24305,Sao Paulo,83,229,33.38,Volvo,2019-03-11
24306,Sao Paulo,83,229,31.69,Volvo,2019-03-11
24307,Sao Paulo,83,229,32.12,Volvo,2019-03-11
24308,Sao Paulo,83,217,31.31,Volvo,2019-03-11
24309,Sao Paulo,21,244,44.44,Scania,2019-03-11
24310,Sao Paulo,19,233,40.21,Volvo,2019-03-11
24311,Rio de Janeiro,57,270,41.28,Scania,2019-03-11
24312,Rio de Janeiro,84,265,34.5,Volvo,2019-03-11
24313,Rio de Janeiro,57,272,36.15,Scania,2019-03-11
24314,Rio de Janeiro,32,286,40.03,Scania,2019-03-11
24315,Rio de Janeiro,44,297,42.85,Volvo,2019-03-11
24316,Rio de Janeiro,31,277,43.04,Volvo,2019-03-11
24317,Rio de Janeiro,32,291,43.86,Volvo,2019-03-11
24318,Rio de Janeiro,44,297,40.94,Volvo,2019-03-11
24319,Rio de Janeiro,57,275,32.48,Volvo,2019-03-11
24320,Rio de Janeiro,86,255,34.81,Volvo,2019-03-11
24321,Rio de Janeiro,86,255,33.94,Volvo,2019-03-11
24322,Rio de Janeiro,32,290,42.13,Scania,2019-03-11
24323,Rio de Janeiro,32,290,44.83,Scania,2019-03-11
24324,Rio de Janeiro,86,257,40.99,Volvo,2019-03-11
24325,Rio de Janeiro,57,275,31.31,Volvo,2019-03-11
24326,Rio de Janeiro,57,274,33.03,Scania,2019-03-11
24327,Rio de Janeiro,84,261,38.57,Volvo,2019-03-11
24328,Rio de Janeiro,86,257,44.55,Volvo,2019-03-11
24329,Rio de Janeiro,44,301,44.95,Volvo,2019-03-11
24330,Rio de Janeiro,31,276,40.63,Scania,2019-03-11
24331,Rio de Janeiro,32,290,43.04,Scania,2019-03-11
24332,Rio de Janeiro,31,277,34.89,Volvo,2019-03-11
24333,Rio de Janeiro,32,290,36.21,Scania,2019-03-11
24334,Rio de Janeiro,86,251,34.25,Volvo,2019-03-11
24335,Rio de Janeiro,44,297,40.07,Volvo,2019-03-11
24336,Rio de Janeiro,57,275,40.2,Volvo,2019-03-11
24337,Rio de Janeiro,44,301,30.34,Volvo,2019-03-11
24338,Rio de Janeiro,57,270,36.47,Scania,2019-03-11
24339,Rio de Janeiro,31,283,31.09,Volvo,2019-03-11
24340,Rio de Janeiro,57,275,42.8,Volvo,2019-03-11
24341,Rio de Janeiro,32,286,44.05,Scania,2019-03-11
24342,Rio de Janeiro,86,255,33.84,Volvo,2019-03-11
24343,Rio de Janeiro,57,272,38.6,Scania,2019-03-11
24344,Rio de Janeiro,32,286,41.16,Scania,2019-03-11
24345,Rio de Janeiro,84,261,44.24,Volvo,2019-03-11
24346,Rio de Janeiro,84,266,40.51,Scania,2019-03-11
24347,Rio de Janeiro,57,272,38.49,Scania,2019-03-11
24348,Rio de Janeiro,31,276,40.66,Scania,2019-03-11
24349,Rio de Janeiro,86,252,34,Scania,2019-03-11
24350,Rio de Janeiro,44,301,40.98,Volvo,2019-03-11
24351,Rio de Janeiro,57,274,42.53,Scania,2019-03-11
24352,Rio de Janeiro,44,299,31.91,Volvo,2019-03-11
24353,Rio de Janeiro,84,265,30.4,Volvo,2019-03-11
24354,Rio de Janeiro,86,251,36.25,Volvo,2019-03-11
24355,Rio de Janeiro,32,288,37.11,Scania,2019-03-11
24356,Rio de Janeiro,86,252,31.93,Scania,2019-03-11
24357,Rio de Janeiro,32,288,42.05,Scania,2019-03-11
24358,Rio de Janeiro,44,299,35.32,Volvo,2019-03-11
24359,Rio de Janeiro,84,266,40.71,Scania,2019-03-11
24360,Rio de Janeiro,84,266,43.98,Scania,2019-03-11
24361,Rio de Janeiro,84,262,30.23,Scania,2019-03-11
24362,Rio de Janeiro,86,252,34.59,Scania,2019-03-11
24363,Rio de Janeiro,44,299,34.46,Volvo,2019-03-11
24364,Rio de Janeiro,31,280,38.45,Scania,2019-03-11
24365,Rio de Janeiro,86,257,43.14,Volvo,2019-03-11
24366,Rio de Janeiro,84,265,35.59,Volvo,2019-03-11
24367,Rio de Janeiro,84,266,41.67,Scania,2019-03-11
24368,Rio de Janeiro,84,266,30.92,Scania,2019-03-11
24369,Rio de Janeiro,57,272,44.89,Scania,2019-03-11
24370,Rio de Janeiro,44,297,41.68,Volvo,2019-03-11
24371,Rio de Janeiro,84,266,40.72,Scania,2019-03-11
24372,Rio de Janeiro,84,265,34.57,Volvo,2019-03-11
24373,Rio de Janeiro,86,255,35.74,Volvo,2019-03-11
24374,Rio de Janeiro,57,270,43.71,Scania,2019-03-11
24375,Rio de Janeiro,86,257,31.73,Volvo,2019-03-11
24376,Rio de Janeiro,44,298,41.03,Scania,2019-03-11
24377,Rio de Janeiro,57,272,33.68,Scania,2019-03-11
24378,Rio de Janeiro,44,298,31.92,Scania,2019-03-11
24379,Rio de Janeiro,32,286,42.52,Scania,2019-03-11
24380,Rio de Janeiro,32,291,43.07,Volvo,2019-03-11
24381,Rio de Janeiro,57,275,34.63,Volvo,2019-03-11
24382,Rio de Janeiro,86,257,37.27,Volvo,2019-03-11
24383,Rio de Janeiro,32,290,39.17,Scania,2019-03-11
24384,Rio de Janeiro,86,252,35.72,Scania,2019-03-11
24385,Rio de Janeiro,57,270,44.32,Scania,2019-03-11
24386,Rio de Janeiro,84,261,41.56,Volvo,2019-03-11
24387,Brasilia,77,150,35.61,Scania,2019-03-12
24388,Brasilia,40,135,38.27,Volvo,2019-03-12
24389,Brasilia,43,145,42.35,Volvo,2019-03-12
24390,Brasilia,71,126,33.97,Scania,2019-03-12
24391,Brasilia,43,143,34.88,Volvo,2019-03-12
24392,Brasilia,46,162,30.8,Scania,2019-03-12
24393,Brasilia,46,161,33.67,Volvo,2019-03-12
24394,Brasilia,40,137,44.18,Volvo,2019-03-12
24395,Brasilia,77,152,43.77,Scania,2019-03-12
24396,Brasilia,77,157,44.25,Volvo,2019-03-12
24397,Brasilia,40,134,31.62,Scania,2019-03-12
24398,Brasilia,77,160,30.18,Scania,2019-03-12
24399,Brasilia,71,133,32.65,Volvo,2019-03-12
24400,Brasilia,97,115,33.74,Volvo,2019-03-12
24401,Brasilia,71,130,31.69,Scania,2019-03-12
24402,Brasilia,40,137,32.7,Volvo,2019-03-12
24403,Brasilia,77,157,44.29,Volvo,2019-03-12
24404,Brasilia,43,148,41.96,Scania,2019-03-12
24405,Brasilia,97,115,42.04,Volvo,2019-03-12
24406,Brasilia,46,169,30.43,Volvo,2019-03-12
24407,Brasilia,43,143,43.71,Volvo,2019-03-12
24408,Brasilia,97,120,38.92,Scania,2019-03-12
24409,Brasilia,40,136,33.37,Scania,2019-03-12
24410,Brasilia,46,161,39.72,Volvo,2019-03-12
24411,Brasilia,46,169,39.16,Volvo,2019-03-12
24412,Brasilia,40,135,30.64,Volvo,2019-03-12
24413,Brasilia,43,143,37.01,Volvo,2019-03-12
24414,Brasilia,43,148,33.31,Scania,2019-03-12
